Id,SalePrice
1461,120596.90460487883
1462,160250.44033377073
1463,185782.21815318984
1464,191958.0779975267
1465,197294.2095977392
1466,174902.65342508262
1467,175325.95469669136
1468,163944.3571822334
1469,186359.66243572684
1470,124853.79345405873
1471,198034.99183553198
1472,96883.41784724843
1473,95811.44317582791
1474,143842.5815920945
1475,112282.15731062891
1476,381384.87249478867
1477,250804.18049872632
1478,289668.2331461879
1479,289242.71213048266
1480,491204.6717373641
1481,314787.35641784885
1482,206795.45081322768
1483,179464.95296631934
1484,167087.06174114184
1485,190235.05150236315
1486,197731.57412467874
1487,348349.35350402934
1488,229286.51117065735
1489,201528.0111014248
1490,233699.29017181433
1491,194551.78146582685
1492,90498.75444421069
1493,179902.55264652756
1494,300403.6215592791
1495,288153.15707812307
1496,241148.97711950442
1497,182737.21206012042
1498,169476.2919176766
1499,166146.34190623567
1500,156901.6684981889
1501,177199.21766502952
1502,144600.7416283532
1503,279042.39292592206
1504,241026.3087616069
1505,225980.387127275
1506,180468.21545601432
1507,255368.9683146964
1508,203829.93601102466
1509,161903.3487251192
1510,147459.50481440636
1511,151123.13957375777
1512,166140.39793005463
1513,146574.24825763857
1514,156364.91385978763
1515,189755.1473788025
1516,151548.6055345939
1517,163120.49459079723
1518,130063.85745914346
1519,221275.49729394302
1520,135833.04523907183
1521,139128.8908417743
1522,176137.04757265619
1523,111239.52173542079
1524,121537.50968738436
1525,120739.24335350175
1526,113546.73548939542
1527,99934.69931707812
1528,134816.9813452338
1529,152079.25708170596
1530,164732.73565587297
1531,105483.72723931719
1532,91935.94796415462
1533,141520.67307219637
1534,124557.03558558405
1535,149395.38490794649
1536,105944.15784097173
1537,65385.62829448193
1538,141592.64122559867
1539,195311.57105547786
1540,105110.85308308822
1541,139764.75140322564
1542,147478.14860301354
1543,195225.1668841147
1544,76659.75080661385
1545,106749.65707299614
1546,138812.11839562052
1547,133029.37594540272
1548,133016.23185728822
1549,113864.47237207094
1550,144120.06399984966
1551,113249.63623087053
1552,142182.65117192618
1553,149642.8209223316
1554,110609.87428142586
1555,168100.1894064649
1556,93574.58939265189
1557,111219.97061028478
1558,106211.1910474201
1559,82789.25619643067
1560,130382.82635021809
1561,136937.6551398595
1562,129076.45373763621
1563,124343.60263203426
1564,160306.72391099756
1565,152819.10467725474
1566,230051.5862136476
1567,78037.82732342812
1568,240804.79709819265
